51.1454	37.1776
53.1932	41.2562
56.2989	48.0367
58.8953	53.7951
60.9172	57.935
63.2541	63.1377
64.9955	66.751
44.7357	35.3881
52.2194	38.3973
56.4464	51.0959
58.0016	53.7755
59.6425	56.4679
61.9332	59.8024
63.4053	62.8139
44.234	38.405
49.5159	43.6192
54.0278	46.5114
56.7787	52.2536
58.6716	56.35
59.9419	58.5495
60.9548	60.6614
43.8679	32.7528
46.1558	36.3769
49.2348	40.6039
53.1209	48.0729
55.0132	52.0421
55.9306	53.7404
58.5598	59.7853
38.299	51.2441
41.2864	59.9334
42.812	61.8383
44.6351	64.5593
47.0457	66.1651
50.5052	68.1323
54.611	69.0326
35.711	43.0656
39.1346	51.2759
44.4677	58.3708
49.5159	61.8294
56.0778	64.4786
59.4555	65.5891
61.406	67.6735
44.4343	34.8091
50.896	46.4432
56.3726	56.4755
57.0745	58.1053
58.2992	59.821
59.0446	61.0545
60.8797	64.271
44.7693	29.3556
50.7893	39.0251
56.6309	48.7396
59.8296	53.5306
60.6543	54.6809
62.4611	59.6951
62.9896	60.3969
50.0802	35.4887
53.9551	45.4322
55.2696	49.7069
56.262	52.359
57.1115	54.0257
57.7045	57.3363
61.0676	61.0547
50.896	21.2548
55.8203	31.981
58.5225	39.0232
59.867	44.1194
61.7072	51.6625
63.2163	56.1015
65.0334	61.9317
47.0801	30.1682
51.0384	40.3272
53.737	48.6506
56.594	57.7781
56.8156	60.551
58.4481	66.2031
54.3192	65.1261
42.9761	38.4853
45.7139	48.3169
47.7358	53.9128
49.1646	57.5702
51.2167	62.419
51.9322	63.6389
53.4467	66.0066
21.0498	17.7862
33.1541	28.4638
38.2682	33.9748
42.812	39.2572
49.0594	46.451
57.5932	57.5505
61.5189	62.9205
21.491	16.0492
39.353	36.2565
48.1173	47.7734
49.9389	52.2285
47.3902	56.2026
49.305	60.0569
53.9551	63.0156
24.5435	19.0111
39.6035	32.7855
43.4373	36.7357
49.2699	43.1973
53.737	50.3775
59.1939	56.3389
62.2347	59.4619
17.4905	10.4328
25.1106	15.5668
30.2484	19.0721
37.5654	24.5397
43.6357	31.4453
46.258	34.2851
55.3429	46.712
9.5635	15.8979
15.5767	21.9648
27.9486	33.8976
37.535	42.4314
35.7698	43.5417
28.5742	46.4642
42.681	53.3711
10.7494	10.9109
24.2526	23.9722
37.3531	35.6159
40.9978	39.3687
48.7794	48.786
54.1734	56.4977
57.3337	60.4511
15.9979	15.4905
25.3402	21.3315
31.746	31.1055
39.8864	38.5164
47.5974	42.3762
61.3684	49.4339
61.3684	54.6356
16.3644	19.573
34.2877	36.9821
43.8015	45.9627
51.0384	53.4083
56.7048	57.8079
61.5189	59.0891
64.6923	61.4216
9.9791	14.5804
18.1657	26.5355
26.3699	33.5127
31.1516	38.422
38.4221	44.7529
44.4009	50.2976
50.6472	56.3665
37.7784	28.9173
49.1646	61.2291
50.6472	65.3959
51.181	65.9972
52.2913	67.9367
53.5918	68.0322
54.7206	69.1829
35.1546	20.9518
45.1055	40.1097
50.6472	46.5038
54.0642	50.9437
56.8895	54.6347
62.3102	63.4525
65.5643	66.8838
15.5459	24.5009
26.3699	38.1907
35.7698	50.5487
40.5512	55.5916
40.2655	55.9171
42.7792	59.4437
50.896	65.728
