36.4133	55.727
17.378	23.136
28.6803	35.046
17.0161	19.455
28.944	26.818
23.8227	21.818
22.7447	13.136
20.0333	36.143
15.8328	11.238
30.4053	41.952
19.9355	35.715
17.8193	16.667
46.7702	59.429
20.0197	35.409
16.4406	20.318
20.0636	17.818
17.5987	12.182
16.2043	15.364
14.0128	14.682
48.032	44.133
36.0088	34
23.3251	7.733
24.8204	20.334
19.0729	10.734
70.3138	69.067
57.8087	43.067
27.7395	20.895
23.9503	14.158
28.2588	32.842
21.952	19.579
19.2662	8.421
70.5783	74.937
49.9169	39.125
54.2432	55
24.7343	17.632
68.2731	71.312
55.589	55.937
37.7499	42.5
30.4302	28.062
30.9373	31.687
26.1093	31.312
19.0135	10.75
