47.1092	55.727
20.6502	23.136
28.8208	35.046
22.4488	19.455
32.7082	26.818
27.6326	21.818
25.5417	13.136
13.8907	36.143
10.0873	11.238
28.5935	41.952
20.4608	35.715
17.3073	16.667
56.6763	59.429
30.5914	35.409
21.3221	20.318
22.7366	17.818
16.4173	12.182
20.8254	15.364
13.3737	14.682
44.392	44.133
34.8381	34
18.3465	7.733
29.7329	20.334
22.4617	10.734
71.9831	69.067
61.7817	43.067
30.9427	20.895
24.4634	14.158
35.4834	32.842
25.9461	19.579
20.792	8.421
69.7719	74.937
37.0887	39.125
57.1698	55
12.5987	17.632
61.8198	71.312
45.7913	55.937
29.5148	42.5
23.3316	28.062
22.951	31.687
18.9995	31.312
12.8357	10.75
