40.0179	55.727
18.9018	23.136
32.7479	35.046
18.8247	19.455
31.4743	26.818
25.5816	21.818
24.1694	13.136
20.2164	36.143
15.1695	11.238
35.527	41.952
19.7554	35.715
17.3372	16.667
46.6765	59.429
20.6637	35.409
16.4376	20.318
19.8002	17.818
17.1173	12.182
18.1269	15.364
14.7958	14.682
49.4495	44.133
36.3925	34
20.6803	7.733
23.6767	20.334
17.7807	10.734
69.6334	69.067
57.0691	43.067
23.4784	20.895
20.3437	14.158
27.3163	32.842
20.6427	19.579
17.6806	8.421
69.9111	74.937
52.491	39.125
56.1601	55
23.5176	17.632
67.7606	71.312
55.1696	55.937
36.8542	42.5
29.4568	28.062
29.2291	31.687
24.2671	31.312
17.7272	10.75
