-1.001307	0
-0.977499	0
-0.9536913	0
-0.9298835	0
-0.9060757	0
-0.8822679	0
-0.8584601	0
-0.8346523	0
-0.8108445	0
-0.7870367	0
-0.7632289	0
-0.7394211	0
-0.7156134	0
-0.6918056	2
-0.6679978	0
-0.64419	0
-0.6203822	1
-0.5965744	1
-0.5727666	1
-0.5489588	1
-0.525151	0
-0.5013432	1
-0.4775355	5
-0.4537277	2
-0.4299199	3
-0.4061121	6
-0.3823043	1
-0.3584965	8
-0.3346887	2
-0.3108809	8
-0.2870731	5
-0.2632654	6
-0.2394576	13
-0.2156498	16
-0.191842	25
-0.1680342	18
-0.1442264	28
-0.1204186	41
-0.09661082	35
-0.07280303	47
-0.04899524	65
-0.02518745	71
-0.00137967	106
0.02242812	110
0.04623591	171
0.0700437	195
0.09385149	262
0.1176593	323
0.1414671	333
0.1652749	312
0.1890827	292
0.2128904	266
0.2366982	244
0.260506	256
0.2843138	234
0.3081216	228
0.3319294	232
0.3557372	241
0.379545	214
0.4033528	218
0.4271605	188
0.4509683	209
0.4747761	200
0.4985839	186
0.5223917	200
0.5461995	202
0.5700073	157
0.5938151	178
0.6176229	172
0.6414307	153
0.6652384	145
0.6890462	134
0.712854	119
0.7366618	100
0.7604696	103
0.7842774	113
0.8080852	89
0.831893	79
0.8557008	63
0.8795086	53
0.9033163	62
0.9271241	67
0.9509319	47
0.9747397	42
0.9985475	38
1.022355	31
1.046163	34
1.069971	24
1.093779	18
1.117586	31
1.141394	23
1.165202	18
1.18901	18
1.212818	10
1.236625	12
1.260433	9
1.284241	5
1.308049	14
1.331857	4
1.355664	4
1.379472	8
1.40328	3
1.427088	1
1.450896	3
1.474703	7
1.498511	3
1.522319	1
1.546127	1
1.569934	0
1.593742	1
1.61755	1
1.641358	2
1.665166	1
1.688973	1
1.712781	1
1.736589	0
1.760397	0
1.784205	0
1.808012	0
1.83182	1
1.855628	0
1.879436	0
1.903244	0
1.927051	0
1.950859	0
1.974667	1
1.998475	0
2.022282	0
2.04609	0
2.069898	0
2.093706	0
2.117514	0
2.141321	0
2.165129	0
2.188937	0
2.212745	0
2.236553	0
2.26036	0
2.284168	0
2.307976	0
2.331784	0
2.355592	0
2.379399	0
2.403207	0
2.427015	0
2.450823	0
2.47463	0
2.498438	0
2.522246	1
2.546054	0
2.569862	0
2.593669	0
2.617477	0
2.641285	0
2.665093	0
2.688901	0
2.712708	0
2.736516	0
2.760324	0
2.784132	0
2.80794	0
2.831747	0
2.855555	0
2.879363	0
2.903171	0
2.926978	0
2.950786	0
2.974594	0
2.998402	0
